index,label,prediction,result,filename
947,8,9,incorrect,incorrect/mnist_0947_label8_pred9.hex
948,1,1,correct,correct/mnist_0948_label1_pred1.hex
949,1,1,correct,correct/mnist_0949_label1_pred1.hex
950,7,2,incorrect,incorrect/mnist_0950_label7_pred2.hex
951,5,4,incorrect,incorrect/mnist_0951_label5_pred4.hex
952,6,2,incorrect,incorrect/mnist_0952_label6_pred2.hex
953,4,4,correct,correct/mnist_0953_label4_pred4.hex
954,9,9,correct,correct/mnist_0954_label9_pred9.hex
955,5,5,correct,correct/mnist_0955_label5_pred5.hex
956,1,1,correct,correct/mnist_0956_label1_pred1.hex
957,3,3,correct,correct/mnist_0957_label3_pred3.hex
958,3,0,incorrect,incorrect/mnist_0958_label3_pred0.hex
959,4,9,incorrect,incorrect/mnist_0959_label4_pred9.hex
960,7,1,incorrect,incorrect/mnist_0960_label7_pred1.hex
961,8,8,correct,correct/mnist_0961_label8_pred8.hex
962,9,9,correct,correct/mnist_0962_label9_pred9.hex
963,1,1,correct,correct/mnist_0963_label1_pred1.hex
964,1,1,correct,correct/mnist_0964_label1_pred1.hex
965,6,0,incorrect,incorrect/mnist_0965_label6_pred0.hex
966,9,9,correct,correct/mnist_0966_label9_pred9.hex
967,1,1,correct,correct/mnist_0967_label1_pred1.hex
968,4,4,correct,correct/mnist_0968_label4_pred4.hex
969,4,4,correct,correct/mnist_0969_label4_pred4.hex
970,5,5,correct,correct/mnist_0970_label5_pred5.hex
971,4,4,correct,correct/mnist_0971_label4_pred4.hex
972,0,0,correct,correct/mnist_0972_label0_pred0.hex
973,6,6,correct,correct/mnist_0973_label6_pred6.hex
974,2,2,correct,correct/mnist_0974_label2_pred2.hex
975,2,3,incorrect,incorrect/mnist_0975_label2_pred3.hex
976,3,3,correct,correct/mnist_0976_label3_pred3.hex
977,1,1,correct,correct/mnist_0977_label1_pred1.hex
978,5,5,correct,correct/mnist_0978_label5_pred5.hex
979,1,1,correct,correct/mnist_0979_label1_pred1.hex
980,2,2,correct,correct/mnist_0980_label2_pred2.hex
981,0,0,correct,correct/mnist_0981_label0_pred0.hex
982,3,3,correct,correct/mnist_0982_label3_pred3.hex
983,8,8,correct,correct/mnist_0983_label8_pred8.hex
984,1,1,correct,correct/mnist_0984_label1_pred1.hex
985,2,2,correct,correct/mnist_0985_label2_pred2.hex
986,6,6,correct,correct/mnist_0986_label6_pred6.hex
987,7,7,correct,correct/mnist_0987_label7_pred7.hex
988,1,1,correct,correct/mnist_0988_label1_pred1.hex
989,6,6,correct,correct/mnist_0989_label6_pred6.hex
990,2,2,correct,correct/mnist_0990_label2_pred2.hex
991,3,3,correct,correct/mnist_0991_label3_pred3.hex
992,9,4,incorrect,incorrect/mnist_0992_label9_pred4.hex
993,0,0,correct,correct/mnist_0993_label0_pred0.hex
994,1,1,correct,correct/mnist_0994_label1_pred1.hex
995,2,2,correct,correct/mnist_0995_label2_pred2.hex
996,2,2,correct,correct/mnist_0996_label2_pred2.hex
997,0,0,correct,correct/mnist_0997_label0_pred0.hex
998,8,8,correct,correct/mnist_0998_label8_pred8.hex
999,9,9,correct,correct/mnist_0999_label9_pred9.hex
